Column1,Column2,Column3,Column4,Column5
1357526377054916609 ,2021-02-05 ,08:38:04 ,+0530 ,<_halfboil> All she has to do was ask why people are not talking about internet shutdown and inhumane treatment of Indian farmers. She doesn't even have to take a stand about farmers law.  Modi and gang wet their pants and using their circus gang to create a distraction #indianfarmersprotest
1357523352106110990 ,2021-02-05 ,08:26:03 ,+0530 ,<iampandher> @miakhalifa We thank all International Media &amp; Celebrities to support #HumanRights #indianfarmersprotest   #ISTANDWITHFARMER #FarmersProstest
1357515952758214658 ,2021-02-05 ,07:56:39 ,+0530 ,<AliNoushad7> #ISALUTEGRETTA #indianfarmersprotest
1357511516795338753 ,2021-02-05 ,07:39:01 ,+0530 ,<BaryarGagandeep> #IStandWithFarmers #IndianFarmersHumanRights #indianfarmersprotest @justinbieber @SnoopDogg @Cristiano @fundacionmessi @ArianaGrande @katyperry @ladygaga @taylorswift13 @shakira @britneyspears @selenagomez @KimKardashian  https://t.co/rq2oRFbB8a
1357510765180116992 ,2021-02-05 ,07:36:02 ,+0530 ,<fibhaframeen> Infuriated pro-government activists triggered by tweets supporting #IndianFarmersProtest &amp; cause unrest by flocking the streets to burn photos of  @GretaThunberg &amp; @rihanna.  https://t.co/eHYa1Lj3zy
1357502220875358210 ,2021-02-05 ,07:02:05 ,+0530 ,<YassiYatt> Thank you for covering the #indianfarmersprotest @insidernews. Big thanks to @rihanna @GretaThunberg and all others who are supporting this protest. #FarmersAreIndia
1357497652858916864 ,2021-02-05 ,06:43:56 ,+0530 ,<Ravinderbrar47> Last night @narendramodi called his loyal dogs and said beta its time to bark ..... @ajaydevgn @akshaykumar @SunielVShetty @sachin_rt @karanjohar because single bitch could not make that effect alone @KangnaRanaut___ #IndianFarmersHumanRights #indianfarmersprotest
1357497457446248449 ,2021-02-05 ,06:43:09 ,+0530 ,<AvnishMohanGup1> @ektarkapoor Lets stand against you all bsdk ke BJP ke tattu #indianfarmersprotest #IStandWithFarmers
1357490535775232003 ,2021-02-05 ,06:15:39 ,+0530 ,"<sarataseer> India is fast proving a totalitarian state, attacking free speech and quashing alternative views. When I was young I was in awe of its secular traditions and democratic process. All those are now shattered #indianfarmersprotest #RihannaSupportsIndianFarmers #GretaThunbergExposed"
1357489881568604160 ,2021-02-05 ,06:13:03 ,+0530 ,<HarpGil45487851> I stand with farmers. Do you?  #indianfarmersprotest #farmersrprotest @rihanna @diljitdosanjh @preetjaikaur @BawaRanjit @iSidhuMooseWala @Drake
1357485493991145476 ,2021-02-05 ,05:55:37 ,+0530 ,<straightmusic> Gurpreet Singh: Canada should strip Akshay Kumar of his citizenship in wake of his stand against Rihanna #Rihanna #AkshayKumar #IndianFarmersProtest  https://t.co/CH2Fo0ruPR
1357484577783246848 ,2021-02-05 ,05:51:58 ,+0530 ,<LostNAmericaPod> We had Indian comedian @absolutelydanny on this week to talk about the country's farming protests &amp; the scary situation of fellow comic #MunawarFaruqui being sent to jail and so far denied bail for telling jokes deemed religiously offensive. #indianfarmersprotest #Modi  https://t.co/FhllNZ0M2k
1357477223054344193 ,2021-02-05 ,05:22:45 ,+0530 ,"<Novice_50> @GretaThunberg Hi Greta can you please explain in your own words and in as many tweets necessary, your understanding of Indian farmers concerns. It may give some credibility to your support #indianfarmersprotest #IndiaAgainstPropaganda #IndiaTogether"
1357475120747401217 ,2021-02-05 ,05:14:24 ,+0530 ,<chanan_singh> #indianfarmersprotest  proud of as indian farmer son
1357473142202130433 ,2021-02-05 ,05:06:32 ,+0530 ,<Agamjot1Rana> @RichaChadha Shame on these people!! #shameonBollywoodcelebrities #IndianFarmersHumanRights #indianfarmersprotest
1357470424498659329 ,2021-02-05 ,04:55:44 ,+0530 ,<sandeep911987> @elonmusk @brendan2908 @NASASpaceflight Please support Indian farmers #IndianFarmersHumanRights  #indianfarmersprotest  #IndianFarmers
1357470023334432768 ,2021-02-05 ,04:54:08 ,+0530 ,<Near2you10run> #farmersrprotest #indianfarmersprotest #FarmerLivesMatter
1357468574613442565 ,2021-02-05 ,04:48:23 ,+0530 ,<31inderjitsingh> #ChakkaJaam february 6 everywhere #indianfarmersprotest going to block roads all over India against #FarmBills2020 and Indian govt violation of #HumanRights  #supportindianfarmers
1357460834717376513 ,2021-02-05 ,04:17:38 ,+0530 ,<Kuldeepmalhotr1> I strongly stand with farmers👳👳👳💦👨‍🌾‍🌾 #indianfarmersprotest
1357455424727973892 ,2021-02-05 ,03:56:08 ,+0530 ,<Jaito_Rajinder> #FarmersProtest #FarmersProtests #IndianFarmers #indianfarmersprotest #internetshutdown   #FarmLaws #SinghuBorder #IndianFarmersHumanRights
1357454926469808131 ,2021-02-05 ,03:54:09 ,+0530 ,<Jaito_Rajinder> #FarmersProtest #FarmersProtests #IndianFarmers #indianfarmersprotest #internetshutdown   #FarmLaws #SinghuBorder #IndianFarmersHumanRights
1357454701239877634 ,2021-02-05 ,03:53:15 ,+0530 ,<Jaito_Rajinder> #FarmersProtest #FarmersProtests #IndianFarmers #indianfarmersprotest #internetshutdown   #FarmLaws #SinghuBorder #IndianFarmersHumanRights
1357439119555723266 ,2021-02-05 ,02:51:20 ,+0530 ,<ohayoo787> Les célébrités indiennes durant le BLM mais silence total durant #indianfarmersprotest vous êtes où les gars?
1357435830520799232 ,2021-02-05 ,02:38:16 ,+0530 ,<kulwind73078262> @GretaThunberg thank you so much beautiful #indianfarmersprotest
1357435321772888066 ,2021-02-05 ,02:36:15 ,+0530 ,<Jaswind31924044> @justinbieber please support #indianfarmersprotest.. we need celebrities like you to show support so the more news channels speak about the issue an raise awareness and hopefully resolve this issue.
1357435078360596481 ,2021-02-05 ,02:35:17 ,+0530 ,<cthayyilyahooc2> And an ex_cricketer’s support is not worth that of @rihanna which catapulted #FarmersProtests to the global headline.   Single tweet from #RihannaSupportsIndianFarmers uprooted  #bjp and #rss lies against #indianfarmersprotest
1357432480412884996 ,2021-02-05 ,02:24:57 ,+0530 ,"<RJRamanUK1> Great to see the entire world is in support for the farmers protests, did anyone imagine this? #IndianFarmersHumanRights #StandWithFarmers #Stand4Truth #StandUp4HumanRights #FarmersProtest #worldwide #viralTiktok #viralvideo #indianfarmersprotest #KisanAndolan  https://t.co/Ynz0zzT4sz"
1357432174526386176 ,2021-02-05 ,02:23:44 ,+0530 ,<Hindus4HR> HfHR Board Member @gswati8 represented HfHR at last weekend's press conference to express diaspora solidarity with the #indianfarmersprotest. Thank you Swati and all the organizers. Annadata Sukhi Bhava  https://t.co/CI02l8JiQq
1357431215066873856 ,2021-02-05 ,02:19:56 ,+0530 ,<RhysOwens92> There is clearly an issue when BJP apologists sounds increasingly like Chinese officials. India is a democracy. Dissent is a necessity #indianfarmersprotest   https://t.co/ym5zJ3chUC
1357430768226607107 ,2021-02-05 ,02:18:09 ,+0530 ,"<AbdulHa04481422> सूरा सो पहचानिए, जो लरै दीन के हेत पुरजा-पुरजा कट मरै, कबहू ना छाडे खेत #FarmersProtest  #indianfarmersprotest"
1357428711876931585 ,2021-02-05 ,02:09:59 ,+0530 ,"<nandelabra> .@tanzinavega With all due respect - I’m a big fan - the #indianfarmersprotest isn’t a geopolitical hurdle for Biden and Harris. You either support workers, or you support the fascist government trying to oppress them. It’s a pretty simple choice."
1357428529659580420 ,2021-02-05 ,02:09:15 ,+0530 ,"<MANISH_MARKOSE> @sachin_rt Sovereignty in its ass, you were better off being a silent spectator  #indianfarmersprotest"
1357425583198588928 ,2021-02-05 ,01:57:33 ,+0530 ,"<Amit_Malan_Ji> सत्य हमेशा पानी में तेल की बूँद की तरह होता है,  आप कितना भी पानी डालो हमेशा ऊपर आ ही जाता है....  #FarmersProstest  #indianfarmersprotest  #worldsaveindianfarmers  #WorldSupportslndianFarmers  #worldsupportsFarmersProtest  #KisanAndolan"
1357402336394674177 ,2021-02-05 ,00:25:10 ,+0530 ,"<pb6201> Indians, every time a celebrity tweets in the favor of Indian farmers protesting.  #indianfarmersprotest  https://t.co/imIaV92Svo"
1357393033281609728 ,2021-02-04 ,23:48:12 ,+0530 ,"<mpmrsm> @KanganaTeam #KanganaRanautterrorist - rather than embracing the support of international superstars who are passionate about the #indianfarmersprotest, you shamefully insult them. You are inciting religious hatred - shame on you. #RihannaSupportsIndianFarmers - thank you for your support."
1357391271485177858 ,2021-02-04 ,23:41:12 ,+0530 ,<intruderdxb> I WISH there was reset button for Indian Politics..  #indianfarmersprotest.. I hope India becomes India Again.. No county can suppress Farmers... This is the big fall of India if this is not Solved.. @rashtrapatibhvn @PTI_News @PMOIndia @Actor_Siddharth @ikamalhaasan
1357386835979296770 ,2021-02-04 ,23:23:35 ,+0530 ,"<SwmApp> #News #SawaiMadhopur ""कृषि बिल वापस नहीं लेने पर किसान एनएच 11 को करेंगे जाम""   https://t.co/MKc1wVMEsJ  #IndianFarmers #indianfarmersprotest #farmers #FarmersProstest #FarmersProtests #FarmersBill2020 #SawaiMadhopurApp #सवाईमाधोपुर  https://t.co/3w3UqF3oym"
1357384234562818048 ,2021-02-04 ,23:13:15 ,+0530 ,"<AnonReality1> This Is Very Shame For Us .  Indian Celebs Now Tweet To Get Down Who Support  #indianfarmersprotest . Where Are They , When Farmers Get #brutal by #DelhiPolice . Every War Has A Reason !"
1357381776834895873 ,2021-02-04 ,23:03:29 ,+0530 ,<sandhulandlord1> Massive support around the world #FarmersProstest #indianfarmersprotest #WorldSupportIndianFarmers #BoycottBollywoodForever
1357381035877675009 ,2021-02-04 ,23:00:32 ,+0530 ,"<SenAgniva> @AmandaCerny Hey @AmandaCerny , thanks for supporting the #indianfarmersprotest ... a very large group of rabid right-wingers from India will attack you in a very undignified manner. Please ignore &amp; know this: there are saner voices in India who would love to convey their gratitude to you 😊"
1357380874568826881 ,2021-02-04 ,22:59:54 ,+0530 ,<AnoopAnou> @Cristiano #IndianFarmersHumanRights #indianfarmersprotest
1357380416441786370 ,2021-02-04 ,22:58:04 ,+0530 ,<hisatnam> @taapsee Thanks Taapsee on #indianfarmersprotest now  #WorldSupportsIndianFarmers
1357378786967252995 ,2021-02-04 ,22:51:36 ,+0530 ,<djmalik019> Sameful @CPDelhi against file case @GretaThunberg  We support @GretaThunberg for support  #Indianfarmersprotest @PreetKGillMP @VP @KamalaHarris @SandeepChNews24  https://t.co/j5n5NyzfUG
1357377937788575748 ,2021-02-04 ,22:48:13 ,+0530 ,<Surjeet00639403> #ReleaseNodeepKaur #IndianFarmersHumanRightsLets #JusticeForFarmers #FarmersProtest #IndiaWithFarmers #NodeepKaur #KisanMajdoorEktaZindabaad #FreePress #FreeSpeech  #FreeJournalist #IndianFarmersProtest #Karnal #Haryana #India #KisanAndolan #FarmersRevolt #India2021 #Delhi2021  https://t.co/aYjvmZRxIz
1357376649201930248 ,2021-02-04 ,22:43:06 ,+0530 ,<JointNarrative_> #Protest #IndianFarmersProtest #FarmersProtests #IndianFarmers #NarendraModi #IndiaFarmer #FarmersProtest #FarmerProtest #IndianProtest #FarmersBill2020 #IndiaProtests #NodeepKaur #News #Media #Politics #IndianPolitics #Farmers #Delhi #IStandWithFarmers  https://t.co/f96yO1E5Lx
1357361926154711040 ,2021-02-04 ,21:44:36 ,+0530 ,<JazGharu_> Great to see our blog on the #IndianFarmersProtest in the @unibirmingham CAL Inclusivity Newsletter. Our full blog post is also available on the CAL Inclusivity Canvas Page. See:    https://t.co/MRKAFSwDOv  @_Shi_la @CAL_Postgrads   #IStandWithFarmers #FarmersProtest  https://t.co/z3S4G8DXjo
1357358881794494464 ,2021-02-04 ,21:32:30 ,+0530 ,<Agamgrover1> @akshaykumar #indianfarmersprotest
1357357424450019329 ,2021-02-04 ,21:26:43 ,+0530 ,<CheemaKamal1> #FarmerProtest  #StandWithFarmers  #indianfarmersprotest
1357349636114010115 ,2021-02-04 ,20:55:46 ,+0530 ,<AbbiSandhu1> #FarmersProstest #indianfarmersprotest
1357347173327720448 ,2021-02-04 ,20:45:59 ,+0530 ,"<Jaswind45330785> @sammywatkins Welcome@sammywatkins to the terroist club ,now you will be terroist for few indians, because you tweeted about #indianfarmersprotest"
1357344089562173440 ,2021-02-04 ,20:33:43 ,+0530 ,<aaqil1969> With the #indianfarmersprotest happening and the interest being shown globally including @rihanna and @GretaThunberg thought it worth reposting the links to the series we made on Modi’s India. InSearch of India’s Soul: From Mughals to Modi   https://t.co/2g35MIh254 via @AJEnglish
1357343936658829316 ,2021-02-04 ,20:33:07 ,+0530 ,<amanpreetsi> @GretaThunberg Thank you Greta for standing firm for farmers while bollywood fake celebs are trying hard to supress your voice. #FarmersProstest  #indianfarmersprotest  #GretaThunberg  #shameonbollywood
1357342937785405443 ,2021-02-04 ,20:29:09 ,+0530 ,<RJustin01> #indianfarmersprotest  #मोदी_कायर_है  https://t.co/05T1x8d6A9
1357341434605572101 ,2021-02-04 ,20:23:10 ,+0530 ,<KaramdeepImroz> Thanks my dear #FarmersProtest  #indianfarmersprotest
1357340922925649933 ,2021-02-04 ,20:21:08 ,+0530 ,<HassanCheena10> #indianfarmersprotest  https://t.co/KMq7A7qG3I
1357340726946799619 ,2021-02-04 ,20:20:22 ,+0530 ,"<SwmApp> #Youtube #SawaiMadhopur ""किसान महापंचायत (सवाई माधोपुर)- 2""   https://t.co/wetZGOpFdf  #IndianFarmers #indianfarmersprotest #farmers #FarmersProstest #FarmersProtests #FarmersBill2020 #SawaiMadhopurApp #सवाईमाधोपुर"
1357339739150458880 ,2021-02-04 ,20:16:26 ,+0530 ,<singh2811shanty> After @rihanna Tweet for #indianfarmersprotest why all Indian celebrity start participate in #formerprotest how  much Mr. @akshaykumar get per Tweet from the BJP or RRS #Paidtweet #IndianFarmersHumanRights  https://t.co/aNvggJA21V
1357339261968650242 ,2021-02-04 ,20:14:32 ,+0530 ,"<KaushikBorgoha7> #WorldSupportsIndianFarmers #IndianFarmers #indianfarmersprotest  Now,when some other commented about the ongoing conditions and protest of the farmer's in India.Then our Artists,sportsman were awake to tweet together what were you doing earlier. Help the people and support them."
1357339228137394178 ,2021-02-04 ,20:14:24 ,+0530 ,<singh2811shanty> After @rihanna Tweet for #indianfarmersprotest why all Indian celebrity start participate in #formerprotest how  much Mr. @akshaykumar get per Tweet from the BJP or RRS #IndianFarmersHumanRights
1357338903275995143 ,2021-02-04 ,20:13:07 ,+0530 ,<kianiinstituton> #IndianFarmersProtest is a global PROTEST against fascist brahmans gomoutra hinduvta    https://t.co/wkWoQQwKQt
1357338806052028417 ,2021-02-04 ,20:12:44 ,+0530 ,<Emma11932652> @FarahKhanAli @taapsee You are on fire 🔥🔥🔥   #taapseepannu #FarmersProtest #indianfarmersprotest
1357338133323386887 ,2021-02-04 ,20:10:03 ,+0530 ,<singh2811shanty> After @rihanna Tweet for #indianfarmersprotest why all Indian celebrity start participate in #formerprotest how  much Mr. @akshaykumar and Mr @imVkohli get per Tweet from the BJP or RRS #IndianFarmersHumanRights
1357337759313104898 ,2021-02-04 ,20:08:34 ,+0530 ,<singh2811shanty> @akshaykumar After @rihanna Tweet for #indianfarmersprotest why all Indian celebrity start participate in #formerprotest how  much Mr. @akshaykumar get per Tweet from the BJP or RRS #IndianFarmersHumanRights
1357335729232220161 ,2021-02-04 ,20:00:30 ,+0530 ,<jagdeep91028794> @AnupamPKher #indianfarmersprotest
1357335584390352896 ,2021-02-04 ,19:59:56 ,+0530 ,<DhillonAjaybir> Thank you for are support #indianfarmersprotest #shameonbollywood #BlockGodiMediaOnSocialMedia
1357335502190333959 ,2021-02-04 ,19:59:36 ,+0530 ,"<AkbarnizamAb> Watch ""ARJUN SAMPATH PRESS MEET TROLL I அதானி அம்பானிக்கு கொடுத்தால் என்ன தப்பு...? #Indianfarmersprotest"" on YouTube  https://t.co/cAX52jVAhg இன்னும் கொஞ்சம் நாளில் உங்க முகத்தில் மனுசன் மலத்தை தான் தமிழ் நாட்டு மக்கள் அடிக்கப்பிராங்க, எதிர்பாருஙகள் பிராடு பொய்யர்களே"
1357335172593537026 ,2021-02-04 ,19:58:17 ,+0530 ,<jagdeep91028794> @Sandeepnewsman #indianfarmersprotest
1357335138259013635 ,2021-02-04 ,19:58:09 ,+0530 ,<AbhiChohla> @selenagomez @Spotify #FarmersProstest  #indianfarmersprotest 🙏🏼
1357334868435238915 ,2021-02-04 ,19:57:05 ,+0530 ,<ajithtomantony> 👣 സമരമാകുക 🚜 👣 സമരമാകുക 🚜 👣 സമരമാകുക 🚜 👣 സമരമാകുക 🚜 #supportfarmerschallenge #FarmersProstest #FuelPrice #PetrolPriceHike #IndiaWithFarmers #indianfarmersprotest #IndiaForFarmers #indiaFarmers #IndianFarmersHumanRights #IndianFarmers #IndiaForFarmers
1357331782916427776 ,2021-02-04 ,19:44:49 ,+0530 ,<i_m_HalfBlood> @rihanna We don't speak on serious topics. Ask Nonsense questions pls. Bitter truth. #IndianFarmers  #indianfarmersprotest  #IamWithFarmers
1357331642050727937 ,2021-02-04 ,19:44:16 ,+0530 ,"<BhanuSahni2> Andh Bhakto kuch toh dimaag lagao. Atleast she didn't post any message which was a market gimmick as done by Indian celebs, when they all tweeted almost the same thing. #bhakts #AntiNationalBollywood #ModiGlobalDisaster #KisanAndolan #indianfarmersprotest  https://t.co/yMJjpEQbhB"
1357330139097407491 ,2021-02-04 ,19:38:17 ,+0530 ,<balasimranjit3> Abb kiu hagg rahe ho ..?toilet nhi bna kya #FarmBills2020 #indianfarmersprotest
1357328936011583492 ,2021-02-04 ,19:33:30 ,+0530 ,<Aakash32667083> @GretaThunberg And India and Indians stand with you  We stand with you against these Fascist Government against that coward #Surrender_Modi  #IStandWithFarmers  #IndiaStandsWithFarmers  #IndianFarmersHumanRight  #indianfarmersprotest
1357327943828074497 ,2021-02-04 ,19:29:34 ,+0530 ,<noFARMERnoF00D> This is how bills are passed ___: #GodiMedia #IStandWithFarmers #GretaThunbergExposed #RihannaSupportsIndianFarmers #indianfarmersprotest #FarmBills2020 #FarmersStandingFirm  https://t.co/qGVEDmnbT5
1357327892972113921 ,2021-02-04 ,19:29:22 ,+0530 ,<sandhus76862892> Modhi bhagto aao bahr hun kidr luk k bethe a .. international mudah bn gia hun te .. hun jwaaab muk gae .. worldwide pta lg reha digital india mnhaan india de kaarnaamiyan da .. #IndianFarmersHumanRights #indianfarmersprotest @KanganaTeam  https://t.co/iBlbduGBpg
1357327611945340932 ,2021-02-04 ,19:28:15 ,+0530 ,<garry80700060> @JohnCena sir plz react #indianfarmersprotest  https://t.co/Hqz4xX3HKy
1357327457515417600 ,2021-02-04 ,19:27:38 ,+0530 ,"<SwmApp> #Youtube #SawaiMadhopur ""किसान महापंचायत (सवाई माधोपुर)""   https://t.co/JE6HjABvMm  #IndianFarmers #indianfarmersprotest #farmers #FarmersProstest #FarmersProtests #FarmersBill2020 #SawaiMadhopurApp #सवाईमाधोपुर"
1357326861550776321 ,2021-02-04 ,19:25:16 ,+0530 ,<amancheema601q> #indianfarmersprotest #IndianFarmersHumanRight #BycottBollywood #ShameOnDelhiPolice #ShameonModiGovt
1357326117246365700 ,2021-02-04 ,19:22:18 ,+0530 ,<Gurveermaan09> #indianfarmersprotest  #indianfarmerhumanrights  #GretaThunberg
1357325896521117699 ,2021-02-04 ,19:21:26 ,+0530 ,<NafilaNaushad> @Louis_Tomlinson #indianfarmersprotest #indianfarmersprotest #indianfarmersprotest #indianfarmersprotest #indianfarmersprotest #indianfarmersprotest #indianfarmersprotest #indianfarmersprotest #indianfarmersprotest #indianfarmersprotest #indianfarmersprotest
1357325862484475908 ,2021-02-04 ,19:21:18 ,+0530 ,"<frackfree_eu> ""Despite the massive resistance, the protests have been largely ignored by Western influencers/NGOs, etc. (...) We must observe what is happening through a critical lens.""  Read more at  https://t.co/s5AwFkR6kP  2/2  #GretaThunberg #CelebrityActivism #indianfarmersprotest"
1357325826811830273 ,2021-02-04 ,19:21:09 ,+0530 ,<RaviVer21229454> @ajaydevgn #indianfarmersprotest Ajay ji we stands with our farmers not with vimal pan masala
1357325410875432962 ,2021-02-04 ,19:19:30 ,+0530 ,<ArslanJutt37> We Stand With You Brothers #jatt #Jaat #farmers  #IndianFarmers #IndianFarmersHumanRights #indianfarmersprotest  https://t.co/LhzVUAcjJ1
1357324780249120771 ,2021-02-04 ,19:17:00 ,+0530 ,"<SwmApp> #Live #SawaiMadhopur ""किसान महापंचायत (सवाई माधोपुर)""  Watch #livesession:-  https://t.co/UyfAWeK9PB  #IndianFarmers #indianfarmersprotest #farmers #FarmersProstest #FarmersProtests #FarmersBill2020 #SawaiMadhopurApp #सवाईमाधोपुर"
1357324248767991810 ,2021-02-04 ,19:14:53 ,+0530 ,"<SwmApp> #Live #SawaiMadhopur ""किसान महापंचायत (सवाई माधोपुर)""  Watch #LiveSession:-  https://t.co/74sE9i1A5T  #IndianFarmers #indianfarmersprotest #farmers #FarmersProstest #FarmersProtests #FarmersBill2020 #SawaiMadhopurApp #सवाईमाधोपुर"
1357324088923074562 ,2021-02-04 ,19:14:15 ,+0530 ,"<SwmApp> #Live #SawaiMadhopur ""किसान महापंचायत (सवाई माधोपुर)""  Watch #LiveSession :-  https://t.co/JhAblKOY36  #IndianFarmers #indianfarmersprotest #farmers #FarmersProstest #FarmersProtests #FarmersBill2020 #SawaiMadhopurApp #सवाईमाधोपुर"
1357323991309053958 ,2021-02-04 ,19:13:52 ,+0530 ,"<SwmApp> #Live #SawaiMadhopur ""किसान महापंचायत (सवाई माधोपुर)""  Watch #LiveSession 📽️👇  https://t.co/UyfAWesyY3  #IndianFarmers #indianfarmersprotest #farmers #FarmersProstest #FarmersProtests #FarmersBill2020 #SawaiMadhopurApp #सवाईमाधोपुर  https://t.co/oAttJHWAVR"
1357323775948169217 ,2021-02-04 ,19:13:00 ,+0530 ,<Vk_voice> #Hitler kills #jews #ccp killing #uighars #modi killing #IndianFarmers   #indianfarmersprotest #HumanRights #modiattrocity  Save India from #bjpterrorism  #UnitedNations #GretaThunberg #RihannaSupportsIndianFarmers #Rihanna Ban Modi government from #UNSC
1357323370254245890 ,2021-02-04 ,19:11:23 ,+0530 ,<bingecrying> Your loyalty should be with the people not to the government! I stand with farmers right to peaceful protest #indianfarmersprotest
1357323175881814017 ,2021-02-04 ,19:10:37 ,+0530 ,"<SwmApp> #Live #SawaiMadhopur ""किसान महापंचायत (सवाई माधोपुर)""  Watch #LiveSession 📽️👇  https://t.co/74sE9i1A5T  #IndianFarmers #indianfarmersprotest #farmers #FarmersProstest #FarmersProtests #FarmersBill2020 #SawaiMadhopurApp #सवाईमाधोपुर  https://t.co/TMkJnQ8qt9"
1357322836981997570 ,2021-02-04 ,19:09:16 ,+0530 ,"<SwmApp> #Live #SawaiMadhopur ""किसान महापंचायत (सवाई माधोपुर)""  Watch #LiveSession 📽️👇  https://t.co/JhAblKOY36  #IndianFarmers #indianfarmersprotest #farmers #FarmersProstest #FarmersProtests #FarmersBill2020 #SawaiMadhopurApp #सवाईमाधोपुर  https://t.co/VlNlxKWLU1"
1357322799791169538 ,2021-02-04 ,19:09:07 ,+0530 ,"<AlifiyaJAlamdar> ""United with stand Divided we fall"" I teach my students that we are a country where agriculture is the main occupation but what about justice to our Farmers.I am with you @LicypriyaK @GretaThunberg @rihanna @vanessa_vash #indianfarmersprotest #HumanRights #IStandWithFarmers"
1357321567827558407 ,2021-02-04 ,19:04:14 ,+0530 ,"<RahulsinghMark5> फॉलो बैक क्यो नहीं दे पा रहा हूँ और हम ही नहीं, पुरा दुनियाँ #FarmersProstest के साथ हैं अतः  @TwitterIndia आप से विनती है की मेरा fb का लिमिट हटाये...!!!  #indianfarmersprotest"
1357320342063243264 ,2021-02-04 ,18:59:21 ,+0530 ,<RawEchoesDJs> #FarmersProstest #WorldIsWatching #indianfarmersprotest #wordbiggestdemo @BorisJohnson @FoxNews @10DowningStreet @UN @Channel4News @NickFerrariLBC @LBCNews @hrw @talkRADIO @BBCRadio4 @BBCNews @bbcasiannetwork @kickitout @worldnewsdotcom @worldnewsbot @akshaykumar not Punjabi.  https://t.co/4tr3WsEcuS
1357319561163378688 ,2021-02-04 ,18:56:15 ,+0530 ,<NK_RealEstate> We condemn the questionable approach of the Indian Government in addressing the issue of their local farmers. It’s clearly undemocratic and unnecessary to shutdown the internet in times like this  #FarmersProtest #IndianFarmersHumanRights  #indianfarmersprotest #IStandWithFarmers  https://t.co/TUMDFGIEHx
1357319079447695360 ,2021-02-04 ,18:54:20 ,+0530 ,<Varinde94371313> Abi kangna apna Twitter sa tweet delete kr rhi haa jis maa kissan ko khalistani boll rhi thi #indianfarmersprotest  #KisaanMajdoorEktaZindabaad
1357316000753078274 ,2021-02-04 ,18:42:06 ,+0530 ,<HarpalChahal13> #indianfarmersprotest
1357315778765221892 ,2021-02-04 ,18:41:14 ,+0530 ,<FAM4TMC> Puppet master Every human being has the right to protest against injustice and support any cause they seem fit. Human rights and livelihoods do NOT have any boundaries  #IndianFarmersHumanRights #JayShah #SachinTendulkar #SandeepSharma #indianfarmersprotest #AntiNationalBollywood  https://t.co/dEpZIVU2y8
1357314267557601281 ,2021-02-04 ,18:35:13 ,+0530 ,<GarryCh32699270> @rihanna Thankuuuu soooo much @rihanna  standwith #indianfarmersprotest   #FarmersProtestChallenge
1357313232634077184 ,2021-02-04 ,18:31:06 ,+0530 ,<SinghJaspalPB08> #farmersrprotest #FarmersProstest #KisaanmazdoorEktaZindabaad #shameonbollywood #IndianFarmersHumanRights #indianfarmersprotest zindabaad
1357313049208578049 ,2021-02-04 ,18:30:23 ,+0530 ,<TamilYourstory> ‘உத்தரவுகளுக்கு இணங்கிச் செல்லுங்கள்; இல்லையெனில்...’ ட்விட்டரை எச்சரித்த மத்திய அரசு!  #twitter #TwitterTrending #IndianFarmers #indianfarmersprotest #IndiaGovernment #FarmersProtest #IndiaNews    https://t.co/T6tPyP3Jv6
1357312764579094530 ,2021-02-04 ,18:29:15 ,+0530 ,<shubhyadav11795> @akshaykumar Even you are not allowed to speak in our country matter... only people with indian nationality are allowed 🙏 #FarmersProstest #supportfarmers #indianfarmersprotest  https://t.co/G4lThczV4D
1357312733935407110 ,2021-02-04 ,18:29:08 ,+0530 ,"<SohitChaudhar18> @KanganaTeam देश को बेच के खुद खारे औरों को चली ज्ञान पेलने, हम किसानों की मेहरबानी से ही तुझे रोटी मिलती हैं, मोदी की चेल्ली  #IndianFarmersHumanRightsLets #indianfarmersprotest"
1357312583682899969 ,2021-02-04 ,18:28:32 ,+0530 ,<imsibin0> #WorldSupportsIndianFarmers #indianfarmersprotest  #shameonbollywood
1357311191073263620 ,2021-02-04 ,18:23:00 ,+0530 ,"<SWP_Britain> A coalition of far right thugs, police and government ministers are out to smash the Indian farmers’ movement.  #indianfarmersprotest #IndianFarmers    https://t.co/mEoy3yWRLe"
1357310596937613312 ,2021-02-04 ,18:20:38 ,+0530 ,<siddique_habeeb> The human voice..#StandWithFarmers #indianfarmersprotest #GretaThunberg  https://t.co/UCEEkLb0GO
1357310544626278402 ,2021-02-04 ,18:20:26 ,+0530 ,<bigkevilla82> Everyone needs to view this . An affront to basic human rights which is being swept under the carpet .#indianfarmersprotest
1357310516943806467 ,2021-02-04 ,18:20:19 ,+0530 ,<MIzharNaqvi1> Right #indianfarmersprotest
1357308925742174208 ,2021-02-04 ,18:14:00 ,+0530 ,<ajithtomantony> 👣 സമരമാകുക 🚜  #supportfarmerschallenge #FarmersProstest #FuelPrice #PetrolPriceHike #IndiaWithFarmers #indianfarmersprotest #IndiaForFarmers #indiaFarmers #IndianFarmersHumanRights #IndianFarmers #IndiaForFarmers #IndiaStandsWithFarmers #indiasupportfarmerprotest #India #indian
